Ind;Cuenca;Nombre Estación;Provincia;x (Uso 30);y (Uso 30);Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic
5911B;Guadalquivir;GRAZALEMA (AMA);CADIZ;287831;4070977;268.4;226.6;145.4;171.0;102.5;28.5;3.6;12.8;61.0;190.7;289.8;371.2
5912;Guadalquivir;ZAHARA SIERRA;CADIZ;286802;4079888;99.5;83.9;63.2;74.9;47.1;9.9;1.0;8.0;28.2;86.0;118.6;155.8
5923B;Guadalquivir;PUERTO SERRANO (SAN PEDRO);CADIZ;279873;4094715;84.5;68.1;47.8;67.3;41.2;9.3;0.7;3.1;30.2;75.6;103.8;115.3
5925U;Guadalquivir;VILLAMARTIN (COOP. AGRICOLA);CADIZ;266182;4081077;77.9;63.0;46.8;57.7;36.5;8.1;0.9;5.8;30.7;73.0;89.5;120.0
5931;Guadalquivir;BORNOS;CADIZ;255129;4077809;81.9;66.5;44.4;56.7;34.9;9.3;0.5;4.6;31.5;75.1;98.4;117.1
5932;Guadalquivir;PANTANO DE BORNOS;CADIZ;253837;4075996;77.2;61.5;41.5;55.5;36.3;7.8;0.9;5.1;28.3;70.3;96.2;117.8
5939;Guadalquivir;GRAZALEMA (BENAMAHOMA);CADIZ;279894;4071582;158.6;122.6;90.4;106.4;75.3;19.0;1.6;9.9;42.5;133.3;177.9;226.5
5946;Guadalquivir;JEREZ DE LA FRA (LA ALCARIA);CADIZ;272814;4057271;111.2;90.6;63.2;76.6;50.4;11.4;0.7;8.5;32.7;93.7;126.6;175.7
5947;Guadalquivir;PANTANO DE LOS HURONES;CADIZ;270657;4060258;111.6;90.9;65.0;79.0;51.8;13.1;1.0;8.7;33.5;95.7;129.1;169.8
5949;Guadalquivir;JEREZ DE LA FRA (TEMPUL);CADIZ;261395;4057889;112.5;86.1;60.2;73.1;46.4;12.7;0.4;6.2;31.1;89.2;122.2;154.3
5954;Guadalquivir;MEDINA SIDONIA;CADIZ;237691;4038835;108.0;86.2;58.0;54.1;34.7;11.4;0.4;3.1;31.8;86.0;119.9;151.3
5960;Guadalquivir;JEREZ DE LA FRONTERA/AEROPUERTO;CADIZ;227181;4071559;76.4;57.9;36.8;49.0;29.9;9.4;1.0;4.5;27.7;72.2;96.1;108.7
5961;Guadalquivir;JEREZ DE LA FRA (EL PINO);CADIZ;224240;4070112;79.6;63.3;41.5;52.8;31.2;11.7;0.9;3.7;31.0;74.8;101.8;111.1
5964E;Guadalquivir;JEREZ DE LA FRA (AZUC.GUADALCACIN);CADIZ;223197;4068603;78.1;58.3;37.4;46.5;29.7;9.3;1.7;4.8;26.7;70.5;96.7;110.6
5969E;Guadalquivir;JEREZ DE LA FRA (AZUC.GUADALETE);CADIZ;220350;4061289;85.7;68.6;42.3;49.2;33.0;7.5;1.4;4.5;29.1;72.8;105.2;124.0
5972;Guadalquivir;SAN FERNANDO;CADIZ;212741;4040432;66.7;50.8;32.5;39.9;26.7;6.7;0.4;1.5;21.4;59.2;89.0;98.1
5973;Guadalquivir;CÁDIZ,OBS.;CADIZ;208201;4044317;69.1;56.9;36.2;44.8;26.5;7.4;0.2;1.6;23.1;66.4;95.7;99.9
5974;Guadalquivir;MEDINA SIDONIA (PRADO SANTO);CADIZ;237160;4037771;102.6;86.1;55.4;53.5;34.3;11.7;0.3;3.2;32.7;83.0;116.3;146.0
5982;Guadalquivir;ALCALA DE LOS GAZULES (HERNAN MARTIN);CADIZ;262834;4046066;143.3;106.2;77.5;82.7;52.2;17.2;2.9;7.4;40.9;107.2;150.7;191.1
5983U;Guadalquivir;MEDINA SIDONIA (EL HUNDIDO);CADIZ;238016;4033117;108.6;85.2;57.2;62.8;31.1;15.1;2.7;4.2;29.7;87.7;118.4;147.1
5984;Guadalquivir;MEDINA SIDONIA (LOS ALBUREJOS);CADIZ;242657;4038223;116.0;85.6;61.0;60.8;31.3;10.4;0.5;3.2;27.6;87.7;118.3;158.1
5987;Guadalquivir;MEDINA SIDONIA (VALLE HERMOSO);CADIZ;252610;4020194;124.4;86.4;59.6;59.2;34.4;11.5;0.2;4.9;37.0;85.3;126.6;166.1
5988;Guadalquivir;VEJER DE LA FRA (LAS LOMAS);CADIZ;241631;4020514;105.9;78.0;51.6;57.5;31.5;8.8;0.6;4.0;27.1;79.2;114.3;151.9
5988I;Guadalquivir;PANTANO DE ALMODOVAR;CADIZ;261613;4004242;121.9;99.8;59.5;70.1;37.9;7.5;0.7;5.0;31.3;93.2;142.2;175.6
5996;Guadalquivir;BARBATE;CADIZ;237544;4009221;99.9;72.0;42.3;49.7;23.8;8.6;0.2;3.5;20.6;66.7;104.7;120.8
6000A;Sur;MELILLA;MELILLA;504067;3903911;58.0;57.1;43.5;36.1;19.8;7.0;0.9;3.6;15.8;40.0;57.3;49.8
6001;Sur;TARIFA;CADIZ;265784;3988615;81.7;79.5;52.2;58.2;26.1;6.5;2.0;3.6;19.6;75.4;83.5;127.5
6006;Sur;ALGECIRAS;CADIZ;279631;4000654;127.1;131.5;75.3;71.0;28.9;8.8;1.2;2.5;26.2;94.1;151.0;223.7
6025E;Sur;CASTELLAR FRA (PUEBLO NUEVO);CADIZ;282781;4018616;141.6;130.8;98.8;67.9;35.6;11.7;0.4;3.6;31.2;83.4;142.8;214.7
6031;Sur;RONDA LOS QUEJIGALES;MALAGA;315911;4061942;159.0;134.0;106.1;106.3;56.7;16.9;1.9;10.4;45.7;149.5;199.3;229.7
6033;Sur;PARCHITE (CMA);MALAGA;311755;4076217;83.2;64.7;46.1;57.0;36.6;9.5;1.1;2.1;28.8;73.6;96.2;112.8
6034;Sur;ARRIATE;MALAGA;309214;4074547;80.5;65.7;48.2;56.2;34.6;10.3;0.7;5.6;27.6;68.8;97.7;115.8
6035;Sur;BENAOJAN (CUEVA DE LA PILETA) (CMA);MALAGA;296059;4062700;186.3;157.9;108.7;116.7;63.1;15.9;1.6;6.2;45.8;141.9;223.8;291.0
6039;Sur;CORTES DE LA FRONTERA (BAÑUE- LOS)(CMA);MALAGA;278850;4050328;229.3;182.3;143.6;158.4;93.9;23.8;2.7;6.3;66.3;195.7;292.4;365.9
6040;Sur;PRESA DE BUITRERAS (CMA);MALAGA;290553;4050806;143.0;111.9;79.5;87.4;46.4;12.1;0.3;6.2;36.1;118.0;173.1;216.2
6040U;Sur;CORTES DE LA FRONTERA (EL COLMENAR);MALAGA;286104;4046906;151.2;123.2;83.5;88.9;47.2;11.8;0.8;2.4;35.3;111.1;176.4;218.8
6043;Sur;CARTAJIMA (CMA);MALAGA;307371;4057659;129.8;114.7;89.6;83.6;55.0;13.9;0.2;3.0;39.3;127.2;168.7;192.8
6045;Sur;ALPANDEIRE;MALAGA;303121;4056553;132.2;105.4;77.5;82.1;48.2;13.1;1.7;6.0;43.5;117.3;158.7;198.3
6046I;Sur;PUJERRA;MALAGA;307698;4054072;137.6;119.3;90.6;86.9;49.8;9.9;1.7;5.1;44.9;123.7;173.1;207.4
6050;Sur;GAUCIN;MALAGA;292482;4044159;156.3;117.3;84.9;90.2;47.0;15.3;0.9;0.9;42.0;121.2;177.3;210.2
6053E;Sur;CORTES DE LA FRONTERA (LA SAUCEDA);MALAGA;268459;4046036;208.1;166.2;113.7;117.9;66.3;20.1;1.4;6.2;48.0;155.4;220.5;297.4
6058;Sur;CASARES (CMA);MALAGA;296411;4035555;122.5;102.4;82.5;58.7;34.9;11.7;0.0;1.3;26.7;96.9;133.9;187.9
6072;Sur;SAN PEDRO DE ALCANTARA (CMA);MALAGA;321392;4038856;101.5;88.7;67.2;56.1;25.5;4.7;0.5;6.2;31.8;71.0;128.4;158.3
6076;Sur;ISTAN;MALAGA;325615;4050640;118.4;100.8;77.3;61.0;34.9;10.8;0.5;6.8;41.6;96.7;141.7;172.7
6076O;Sur;MARBELLA (PUERTO BANUS);MALAGA;325093;4039644;88.8;75.8;57.3;50.8;25.2;5.7;1.1;5.7;29.9;64.6;108.8;132.0
6077;Sur;MARBELLA (INSTITUTO LABORAL-CMA);MALAGA;331165;4042051;102.2;92.1;69.2;59.7;29.8;8.5;0.6;5.0;37.2;78.0;125.3;153.0
6078;Sur;OJEN (CMA);MALAGA;333896;4048164;132.1;111.0;78.9;74.0;34.8;7.7;0.4;7.5;38.6;101.8;153.9;188.1
6087;Sur;BENALMADENA;MALAGA;359592;4051682;96.5;86.3;68.9;57.5;24.1;7.4;0.5;5.4;27.2;76.6;131.7;139.8
6091;Sur;VILLANUEVA DEL TRABUCO (CMA);MALAGA;380982;4099012;69.5;61.9;50.6;49.8;38.2;9.2;0.8;7.3;25.0;60.1;87.6;90.1
6092;Sur;VILLANUEVA DEL ROSARIO (CMA);MALAGA;378460;4095503;82.2;69.5;56.1;55.4;40.5;11.5;1.2;9.9;28.1;59.0;93.6;115.1
6093;Sur;VILLANUEVA DEL ROSARIO-LA VINA;MALAGA;376990;4098083;61.9;51.0;44.0;46.5;37.9;8.1;1.4;8.4;25.8;58.2;77.1;89.0
6097E;Sur;ARCHIDONA;MALAGA;376497;4106659;66.1;59.5;47.8;51.2;38.4;9.8;2.2;5.4;30.0;60.2;83.8;88.6
6098;Sur;ANTEQUERA-PEÑA ENAMORADOS (CMA);MALAGA;366576;4102309;52.8;45.0;39.0;42.0;31.3;5.5;0.4;9.2;26.3;59.8;65.9;69.9
6102U;Sur;ANTEQUERA (BERRUECOS) (CMA);MALAGA;361539;4107015;52.4;40.9;38.0;39.1;35.8;6.7;0.6;8.3;26.4;56.6;62.9;71.8
6103;Sur;ANTEQUERA EL RINCON (CMA);MALAGA;359239;4111276;53.5;42.0;38.9;42.8;30.5;5.8;1.6;9.2;24.0;52.4;63.0;72.5
6104;Sur;ANTEQUERA EL ROSAL (CMA);MALAGA;357764;4107201;53.2;42.0;38.0;39.0;32.8;5.0;1.0;8.4;25.7;57.4;66.8;74.3
6105;Sur;MOLLINA-VENTA LOS BORREGOS (CMA);MALAGA;356125;4105255;51.6;42.2;37.5;38.1;30.5;6.4;0.3;7.9;26.9;54.4;64.7;69.4
6106;Sur;BOBADILLA ESTACION;MALAGA;346554;4100522;52.9;43.1;36.3;47.1;34.4;11.0;1.8;8.4;28.5;56.6;70.5;75.2
6110;Sur;CUEVAS DEL BECERRO (CMA);MALAGA;317610;4083336;102.7;81.7;61.0;66.8;41.4;10.0;0.9;8.2;32.1;80.8;110.1;137.5
6112;Sur;ALMARGEN (CMA);MALAGA;320133;4097157;69.2;61.3;42.4;52.8;34.4;8.9;0.7;9.6;27.5;60.1;77.6;91.2
6113;Sur;CAMPILLOS;MALAGA;334397;4101954;59.3;51.0;39.3;47.9;32.4;10.5;0.8;6.8;24.2;58.8;73.4;81.7
6114;Sur;TEBA;MALAGA;329194;4095182;54.0;51.7;34.4;41.4;29.9;6.9;1.1;8.2;25.1;54.7;72.8;71.3
6118A;Sur;EL BURGO;MALAGA;326405;4073655;74.0;72.0;54.6;43.1;31.1;8.5;1.8;7.6;26.9;65.7;90.0;115.3
6119I;Sur;ARDALES VIVERO (CMA);MALAGA;335848;4084968;65.9;54.7;50.1;43.3;27.2;10.2;1.0;9.6;25.8;65.0;81.5;84.3
6120;Sur;PANTANO DE GUADALHORCE;MALAGA;339496;4089307;56.0;50.5;40.5;39.8;29.3;8.5;1.1;10.9;26.4;62.2;75.4;78.4
6121;Sur;EL CHORRO-CENTRAL ELECTRICA (CMA);MALAGA;343176;4086217;55.9;45.6;35.3;34.3;24.5;7.0;0.4;8.4;21.2;56.5;80.7;72.9
6126;Sur;LAS MELLIZAS (CMA);MALAGA;346557;4081531;63.2;57.0;41.7;44.7;25.9;7.0;0.3;5.6;29.0;55.5;94.2;85.8
6130;Sur;ANTEQUERA EL AGUILA (CMA);MALAGA;361215;4099313;57.5;46.0;38.9;42.5;33.5;6.5;1.1;8.3;29.1;54.1;69.3;79.9
6132;Sur;ALORA ESTACION (CMA);MALAGA;348445;4076256;65.0;61.9;45.6;40.5;21.8;5.6;0.1;5.8;28.2;57.8;91.4;90.8
6134B;Sur;CARRATRACA (HUNDIDEROS);MALAGA;337694;4080493;79.1;72.7;58.0;54.0;30.5;8.7;0.5;7.7;34.1;72.3;114.2;114.7
6135;Sur;CASARABONELA;MALAGA;335731;4072484;92.3;86.6;67.7;62.7;39.0;10.9;0.4;7.9;33.9;77.9;124.0;135.9
6137E;Sur;TOLOX;MALAGA;329863;4061746;109.0;102.3;74.7;63.5;36.6;10.8;0.9;6.4;36.2;96.4;143.5;173.8
6139;Sur;ALOZAINA;MALAGA;333734;4066726;77.5;77.6;57.3;51.3;30.6;10.7;0.8;5.5;36.6;72.9;113.7;130.0
6143;Sur;COIN;MALAGA;342795;4058786;84.1;79.1;53.5;51.5;26.4;7.9;0.5;3.3;32.5;74.9;114.0;128.6
6145;Sur;ALJAIMA (CMA);MALAGA;350635;4066815;61.9;58.6;40.7;37.9;23.5;5.5;0.2;6.2;22.3;55.0;74.1;87.3
6146;Sur;ALHAURIN EL GRANDE (CAMINO FORESTAL);MALAGA;351530;4056904;88.4;90.0;60.0;54.3;27.3;7.9;0.4;5.7;29.0;76.9;113.7;137.6
6152;Sur;ANTEQUERA (LA FRESNEDA) (CMA);MALAGA;373205;4091264;80.6;65.6;64.0;60.6;41.1;11.0;0.5;9.8;30.7;71.9;96.0;107.7
6152E;Sur;ANTEQUERA (CORTIJO ROBLEDO);MALAGA;373177;4089415;75.1;62.3;55.8;53.0;36.9;10.8;0.8;8.8;29.8;65.5;93.7;104.3
6153;Sur;ALMOGIA;MALAGA;362729;4076754;60.4;53.8;42.0;38.6;25.1;5.0;0.1;4.7;25.5;51.6;81.5;83.6
6154;Sur;ALMOGIA LOS LLANES (CMA);MALAGA;366285;4075958;56.8;53.5;44.8;41.1;25.1;6.2;0.2;4.6;24.3;56.5;86.9;85.5
6155A;Sur;MÁLAGA/AEROPUERTO;MALAGA;367539;4058858;68.7;60.2;51.6;43.6;20.3;5.5;0.4;6.0;20.2;57.1;100.5;99.6
6160;Sur;CASABERMEJA VENTA PINEDA (CMA);MALAGA;369843;4081759;69.3;57.2;51.1;46.6;29.6;8.7;0.5;6.9;27.2;66.7;92.3;105.8
6162;Sur;COLMENAR TORRIJOS;MALAGA;378463;4076639;84.2;71.3;64.7;59.7;39.5;12.2;0.9;9.4;31.1;74.6;123.0;117.0
6165;Sur;MALAGA LAS CONTADORAS;MALAGA;376579;4076604;75.2;70.7;62.4;53.7;34.3;11.9;2.3;9.2;31.8;70.8;106.8;101.0
6166;Sur;MALAGA (EL CERRADO);MALAGA;376556;4075002;75.0;67.8;59.3;57.1;36.0;11.0;1.0;6.9;28.3;70.1;105.4;103.2
6168;Sur;MALAGA EL BOTICARIO;MALAGA;376477;4071242;59.5;59.5;48.8;46.7;28.2;6.2;0.6;6.2;23.6;56.4;87.6;81.7
6170;Sur;PANTANO DEL AGUJERO (CMA);MALAGA;372155;4070782;57.5;55.4;44.7;44.5;25.9;4.9;0.4;5.2;21.0;52.5;88.3;83.2
6171A;Sur;MALAGA-CARMELITAS;MALAGA;372921;4065592;60.5;55.0;45.7;40.1;22.2;5.3;0.3;5.0;20.5;54.2;85.0;88.6
6175;Sur;RINCON DE LA VICTORIA;MALAGA;384888;4064313;51.6;47.2;46.7;35.6;19.7;6.6;0.3;5.0;23.9;48.0;72.2;75.3
6177;Sur;MOCLINEJO;MALAGA;388218;4070372;66.2;55.4;40.9;42.6;22.4;6.1;0.4;5.4;25.3;55.2;84.8;90.2
6182;Sur;ALCAUCIN;MALAGA;400984;4084946;92.0;72.8;77.8;76.7;39.3;15.5;1.8;6.8;31.5;80.8;153.6;130.4
6183;Sur;VIÑUELA (CMA);MALAGA;398785;4079054;63.4;53.3;49.4;48.6;24.9;7.1;0.8;2.4;24.6;60.1;92.7;91.9
6192;Sur;RIOGORDO (CMA);MALAGA;384764;4086322;71.5;66.5;52.6;51.4;35.0;7.6;0.9;5.9;25.3;60.9;98.0;109.5
6194;Sur;COMARES (CMA);MALAGA;388627;4078873;84.5;74.2;63.6;63.9;32.1;9.8;0.0;6.6;36.6;78.6;125.6;120.4
6198;Sur;BENAMOCARRA (CMA);MALAGA;396474;4072302;69.7;54.4;52.1;44.0;23.5;4.8;0.5;4.1;26.7;61.6;100.2;92.3
6201;Sur;ALGARROBO (LA MAYORA);MALAGA;407111;4070330;55.3;43.8;39.1;42.1;20.0;5.1;0.8;2.1;25.8;50.0;74.8;73.3
6202;Sur;CANILLAS DE ALBAIDAS;MALAGA;412006;4078507;81.9;72.1;59.5;69.8;31.8;12.0;0.6;3.7;32.7;62.6;104.6;111.5
6203;Sur;COMPETA;MALAGA;413500;4076889;76.8;75.0;59.4;68.8;32.2;11.8;1.0;4.6;35.8;72.8;106.5;114.1
6220;Sur;CAZULAS,CENTRAL ELECTRICA (CMA);GRANADA;437387;4074369;83.1;69.8;53.5;49.6;31.2;10.4;1.9;4.9;36.9;68.6;119.3;121.3
6221;Sur;LENTEGI (CMA);GRANADA;439884;4076970;87.7;78.7;58.1;57.8;35.0;12.8;2.0;7.5;35.1;66.8;124.8;136.1
6221E;Sur;OTIVAR        SEQUERO LENTEG;GRANADA;439025;4074727;81.3;66.9;55.2;48.5;28.8;10.1;1.8;4.5;32.9;68.9;116.0;117.7
6222I;Sur;ALMUÑECAR (EL ZAHORI);GRANADA;440945;4069228;56.0;46.4;37.6;36.7;23.3;6.9;1.2;3.8;25.8;54.1;77.6;86.3
6224;Sur;BERCHULES (CMA);GRANADA;483014;4092337;77.3;78.0;57.8;56.1;44.4;15.1;3.4;8.6;35.0;70.2;109.5;129.5
6225;Sur;CADIAR (CMA);GRANADA;483749;4088792;67.3;61.8;47.3;47.1;37.2;12.0;2.4;4.9;31.5;57.3;85.9;98.9
6226;Sur;TORVIZCON (CMA);GRANADA;473338;4081422;69.7;60.1;45.8;47.6;35.8;14.2;3.2;4.8;27.1;62.3;88.5;106.5
6234;Sur;TREVELEZ (CMA);GRANADA;476223;4095281;74.6;74.7;55.2;56.4;37.3;15.3;3.1;5.9;37.4;75.3;122.8;145.3
6246;Sur;SOPORTUJAR (CASA FORESTAL-CMA);GRANADA;463845;4090548;88.3;82.9;61.5;66.2;43.0;17.8;1.8;5.1;38.0;69.9;112.8;129.2
6247;Sur;ORGIVA;GRANADA;462208;4083930;73.6;49.7;39.9;41.2;29.2;8.0;2.2;2.9;24.4;53.4;83.0;92.9
6249;Sur;PADUL;GRANADA;444232;4097896;42.9;38.0;34.8;37.1;27.0;15.4;1.2;2.4;25.0;38.7;58.1;60.6
6250;Sur;PADUL (AGUADERO);GRANADA;446699;4097264;45.9;39.9;36.9;40.1;28.4;15.8;0.9;2.5;27.1;39.0;61.0;61.8
6253;Sur;NIGUELAS;GRANADA;452113;4093225;52.7;46.3;41.2;50.2;32.9;16.4;2.4;3.3;29.1;45.4;70.1;69.3
6257I;Sur;ARQUILLA;GRANADA;457211;4089285;65.6;52.5;50.5;53.4;41.6;16.4;2.4;4.3;30.6;60.0;85.0;86.9
6257O;Sur;POSTURAS;GRANADA;455620;4087783;54.7;48.6;44.3;48.2;33.7;12.0;1.6;3.3;26.2;50.6;72.3;77.8
6258;Sur;LANJARON;GRANADA;456133;4086517;55.5;50.6;42.9;48.0;32.5;11.9;2.3;3.5;25.7;52.0;77.2;80.3
6262;Sur;GUAJAR FONDON (CMA);GRANADA;448305;4076761;67.8;50.2;41.6;43.9;28.1;6.5;1.2;3.3;26.3;56.1;89.9;98.7
6266;Sur;ITRABO;GRANADA;443077;4072942;71.6;60.0;46.7;51.5;31.1;7.9;1.9;5.5;34.7;62.8;98.0;112.7
6269;Sur;MOTRIL;GRANADA;453457;4067641;49.2;40.4;28.6;30.8;19.7;6.1;0.8;1.9;21.4;46.2;63.8;70.0
6274;Sur;LA MAMOLA;GRANADA;475028;4066780;46.1;41.0;28.1;28.1;21.3;5.9;1.0;0.8;17.8;39.0;53.5;62.6
6274B;Sur;SORVILAN;GRANADA;476183;4072138;59.6;56.8;40.8;39.3;30.0;8.7;1.7;2.5;26.0;47.6;70.5;80.0
6274U;Sur;ALBONDON;GRANADA;481000;4076071;61.9;55.7;39.4;37.8;31.7;8.0;0.8;2.2;23.2;47.5;79.8;89.1
6275;Sur;ALBUÑOL (CMA);GRANADA;481734;4071847;67.3;50.6;36.6;34.6;26.2;6.1;1.8;1.7;21.9;46.8;76.2;84.8
6279;Sur;BAYARCAL (CMA);ALMERIA;500321;4098175;66.4;61.1;53.0;54.9;42.0;16.6;3.6;15.4;39.1;63.6;89.6;97.4
6281;Sur;UGIJAR (CMA);GRANADA;495129;4091089;48.2;44.4;33.8;32.6;26.6;13.0;1.2;5.3;25.9;44.5;59.6;68.1
6281E;Sur;VALOR, NECHITE;GRANADA;493648;4095250;50.3;52.4;39.6;42.8;34.3;14.5;2.6;8.9;32.3;49.7;68.4;73.3
6282;Sur;MECINA BOMBARON (CMA);GRANADA;486106;4092793;72.5;64.2;49.7;50.9;39.7;15.2;2.9;9.3;33.9;61.2;90.1;106.3
6284;Sur;TURON (CMA);GRANADA;494875;4079841;66.0;59.1;43.0;44.9;37.1;8.8;3.2;3.6;26.7;56.5;84.1;91.6
6286;Sur;BERJA CASTALA (CMA);ALMERIA;508493;4080152;48.7;46.1;33.0;37.8;28.8;9.9;2.0;2.2;23.4;41.6;59.8;70.5
6289;Sur;BALERMA (CMA);ALMERIA;510244;4064747;42.2;36.2;22.6;23.3;20.1;3.0;1.1;0.8;18.5;29.0;37.8;51.2
6293;Sur;ROQUETAS DE MAR-FARO SABINAL;ALMERIA;526630;4060160;25.3;29.4;21.7;17.1;13.2;3.9;1.0;0.7;14.6;23.0;30.9;36.9
6294;Sur;LA MOJONERA DE FELIX (CMA);ALMERIA;528590;4067562;30.4;30.6;19.1;17.9;13.6;5.7;1.1;2.0;16.3;18.0;32.7;37.2
6295;Sur;FELIX (CMA);ALMERIA;530528;4080511;51.7;49.6;41.0;32.3;28.8;5.9;0.8;4.6;30.0;39.9;65.6;77.2
6300;Sur;FIÑANA (CMA);ALMERIA;514007;4114057;31.8;31.6;27.8;27.0;25.5;12.1;2.0;6.2;28.8;36.9;41.2;35.2
6303;Sur;NACIMIENTO GILMA MODERNO (CMA);ALMERIA;528677;4115018;30.4;35.9;30.5;33.1;19.6;12.2;1.2;2.0;24.1;25.5;22.7;43.9
6305;Sur;NACIMIENTO (CMA);ALMERIA;531049;4107014;24.3;28.0;22.4;20.9;20.1;8.7;2.6;3.8;22.0;24.9;32.7;30.7
6306;Sur;ALBOLODUY (CMA);ALMERIA;533674;4098704;23.3;29.8;23.0;18.7;17.5;6.4;1.0;3.1;24.8;25.8;33.6;28.9
6307;Sur;LAUJAR CERECILLO;ALMERIA;507732;4100182;79.0;65.6;54.3;61.8;44.7;19.4;4.8;13.3;40.9;67.2;100.3;102.5
6308;Sur;LAUJAR MONTERREY;ALMERIA;508969;4097871;71.9;61.3;45.9;54.2;37.2;14.9;3.5;11.9;36.1;57.6;90.9;97.2
6309;Sur;LAUJAR;ALMERIA;509096;4094266;65.7;58.5;42.5;42.7;29.8;10.2;1.9;4.9;30.5;47.8;72.2;74.2
6310;Sur;OHANES CENTRAL ELECTRICA (CMA);ALMERIA;522556;4098975;42.6;43.9;39.7;29.2;27.9;10.6;0.9;5.4;21.9;38.1;54.8;54.8
6312;Sur;CANJAYAR (VIVERO CRISTAL - CMA);ALMERIA;518859;4094960;36.5;38.4;30.5;23.4;18.7;6.7;1.1;2.5;21.1;34.8;43.2;45.9
6313;Sur;ALHAMA DE ALMERIA (LA ZARBA-CMA);ALMERIA;532439;4085757;48.4;50.4;40.2;34.0;29.5;11.0;1.8;5.0;35.6;38.7;62.2;62.0
6321;Sur;TABERNAS A SORBAS C P C (CMA);ALMERIA;562661;4104725;25.3;24.1;18.9;17.8;14.8;5.1;0.4;3.7;21.9;29.4;31.8;25.7
6322;Sur;TABERNAS (CMA);ALMERIA;554166;4100968;27.3;26.1;19.8;18.9;19.0;6.0;0.9;3.4;23.2;26.0;31.4;25.0
6324;Sur;RIOJA (CMA);ALMERIA;548060;4088912;24.2;30.0;19.3;19.2;15.5;6.0;1.8;1.8;19.9;24.2;31.6;27.3
6325O;Sur;ALMERÍA/AEROPUERTO;ALMERIA;557332;4078025;23.6;25.1;16.2;16.9;12.3;5.0;1.1;0.8;13.9;26.7;28.4;30.1
6326;Sur;EL ALQUIAN-CORTIJO LOS TRANCOS;ALMERIA;563223;4078934;27.2;23.5;16.4;14.7;13.2;5.5;0.3;1.4;13.3;27.9;27.1;31.5
6327;Sur;NIJAR;ALMERIA;570795;4091537;33.0;31.6;25.9;25.7;16.6;6.6;0.6;6.0;23.5;35.2;37.9;31.5
6328N;Sur;CABO DE GATA (MICHELIN);ALMERIA;571059;4074743;22.7;23.2;16.0;15.2;11.7;4.5;0.7;3.2;13.3;30.2;32.3;26.3
6329;Sur;CABO DE GATA FARO;ALMERIA;572307;4064892;17.2;20.6;13.3;11.2;9.3;2.3;0.1;1.0;7.6;17.5;21.1;21.9
6331;Sur;LUCAINENA DE LAS TORRES;ALMERIA;571098;4099706;36.5;36.9;27.7;24.8;20.2;6.3;1.0;4.9;21.6;37.7;45.6;35.3
6332;Sur;CARBONERAS (FARO MESA ROLDAN);ALMERIA;597535;4088967;29.9;24.9;17.5;16.3;16.7;4.7;0.6;2.2;20.4;31.9;33.1;26.4
6332I;Sur;CARBONERAS (CENTRAL TERMICA);ALMERIA;597706;4093438;27.7;21.2;20.2;17.7;15.2;4.4;0.6;1.8;18.3;29.7;32.7;24.5
6333;Sur;GAFARILLOS (CMA);ALMERIA;587258;4101861;41.6;43.1;41.2;26.3;24.7;7.9;0.7;4.1;27.4;41.9;44.1;43.6
6339;Sur;LOS GALLARDOS (CMA);ALMERIA;594037;4114262;48.5;40.4;40.9;27.8;27.6;8.5;0.5;4.0;34.4;42.2;53.6;41.4
6342;Sur;LUBRIN-EL HOYO;ALMERIA;582890;4119076;47.3;45.5;40.1;33.4;34.8;10.1;2.9;6.1;44.0;49.4;57.4;38.3
6347;Sur;LOS SANTOS DE ALCONTAR (CMA);ALMERIA;534806;4123825;37.8;34.9;38.3;32.5;33.4;19.2;2.0;8.9;29.9;37.6;46.5;35.7
6350;Sur;BAYARQUE-CENTRAL ELECTRICA (CMA);ALMERIA;550031;4131760;46.0;44.3;43.1;30.1;29.9;14.7;2.0;7.4;35.8;45.3;61.5;42.6
6351;Sur;TIJOLA (CMA);ALMERIA;549776;4133300;36.4;34.3;33.8;24.8;23.8;12.3;1.9;6.8;28.3;35.8;46.4;33.1
6355;Sur;ORIA (CMA);ALMERIA;562208;4148947;30.9;36.2;39.3;29.7;37.8;15.5;5.1;8.9;34.8;41.5;46.9;37.7
6356;Sur;PURCHENA (CMA);ALMERIA;556466;4133651;33.8;36.8;34.9;27.8;24.4;12.9;1.3;4.5;28.8;37.1;43.3;34.3
6357;Sur;TAHAL (CMA);ALMERIA;563775;4120605;45.5;47.7;42.6;34.2;34.0;13.5;1.2;6.9;45.2;42.4;57.6;43.2
6357I;Sur;MACAEL (CMA);ALMERIA;561597;4131838;50.7;52.0;50.9;33.5;31.9;12.7;2.4;8.0;39.6;48.9;59.2;48.3
6357U;Sur;BENIZALON;ALMERIA;567363;4118783;45.1;45.6;43.7;34.5;35.9;15.2;1.0;5.5;41.2;47.2;57.0;44.0
6358;Sur;BENITAGLA;ALMERIA;567590;4121158;48.9;50.4;46.9;38.9;37.5;13.8;1.2;5.9;45.4;43.1;61.5;44.0
6359;Sur;OLULA DEL RIO (CMA);ALMERIA;562071;4134306;38.6;35.3;35.0;21.6;25.1;10.1;0.4;4.3;26.7;37.6;47.5;39.0
