Ind;Cuenca;Nombre Estación;Provincia;x (Uso 30);y (Uso 30);Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic
2814;Duero;LA HERGUIJUELA;AVILA;308637;4474211;72.4;62.5;50.5;69.0;69.9;35.5;10.7;19.6;44.5;92.2;97.5;102.8
2815;Duero;NAVALPERAL DE TORMES;AVILA;304504;4469534;73.4;55.6;57.9;75.5;70.6;37.5;10.1;20.8;51.4;109.8;109.8;113.2
2817;Duero;ZAPARDIEL DE LA RIBERA;AVILA;302271;4469901;66.8;53.9;50.3;71.7;67.2;33.9;10.7;20.0;48.6;92.3;89.5;94.7
2821;Duero;NAVALONGUILLA;AVILA;287518;4461662;107.6;63.8;68.9;100.0;84.2;32.3;12.3;19.0;61.3;150.1;145.6;159.4
2823;Duero;NAVA DEL BARCO;AVILA;284028;4463613;84.0;63.8;62.4;89.2;66.2;30.9;10.0;12.1;43.7;126.1;117.7;137.4
2824;Duero;NAVAMURES;AVILA;287037;4465534;72.3;48.9;49.1;72.0;63.9;26.9;11.8;11.4;45.6;110.0;105.2;108.5
2824E;Duero;NAVATEJARES;AVILA;284987;4468215;76.8;57.5;60.8;80.2;62.9;24.1;8.9;12.8;40.6;109.4;92.9;109.4
2827;Duero;LA LASTRA DEL CANO;AVILA;295543;4469927;62.8;46.7;47.5;70.1;64.9;28.4;13.2;17.5;47.3;96.9;88.7;89.1
2829;Duero;EL LOSAR DEL BARCO;AVILA;284578;4474554;74.1;52.5;50.9;72.0;65.8;22.0;10.5;14.1;42.1;83.0;76.1;102.2
2834;Duero;NAVACEPEDILLA DE CORNEJA;AVILA;314779;4484084;81.6;63.6;58.1;85.5;83.6;38.5;14.7;21.9;43.4;97.5;102.8;110.9
2835;Duero;CASAS DEL PUERTO DE VILLATORO;AVILA;313953;4488734;76.4;55.0;48.2;75.1;81.2;38.8;18.5;20.6;46.1;78.9;86.9;88.3
2836;Duero;VILLAFRANCA DE LA SIERRA;AVILA;310925;4485415;63.4;56.6;43.4;69.4;69.1;32.1;13.8;19.6;38.6;79.6;83.9;87.3
2837A;Duero;PIEDRAHITA DE LA SIERRA (S.N. DEL TRIGO);AVILA;302588;4481928;62.3;48.9;44.6;66.2;63.7;31.2;16.7;18.9;41.7;82.6;84.5;88.3
2838;Duero;COLLADO DEL MIRON;AVILA;300622;4492164;46.4;38.1;34.1;56.3;66.1;30.7;15.7;16.3;35.5;64.0;62.1;61.0
2843;Duero;PANTANO DE STA. TERESA;SALAMANCA;280071;4505706;49.4;40.6;32.7;51.4;57.2;29.8;12.5;11.8;37.1;69.3;59.0;65.4
2847;Duero;PEDROSILLO DE LOS AIRES (CAS- TILLEJO);SALAMANCA;276788;4505958;42.7;35.4;27.6;46.9;51.7;25.1;9.6;10.6;32.3;60.6;51.5;63.5
2849;Duero;HORCAJO MEDIANERO;SALAMANCA;296641;4501530;48.6;36.2;30.8;50.1;53.7;27.8;10.8;16.4;32.2;56.2;54.6;56.7
2850;Duero;GALINDUSTE;SALAMANCA;285205;4504475;41.6;33.8;28.4;47.4;51.5;25.8;11.6;14.0;29.8;59.6;50.7;53.7
2855;Duero;VILLAGONZALO DE TORMES (AZUD.);SALAMANCA;289738;4527494;32.8;27.0;21.7;38.7;51.9;24.2;13.7;9.6;28.4;50.2;40.8;45.6
2855I;Duero;SAN JUAN DEL OLMO;AVILA;326630;4502313;56.8;44.8;36.7;61.5;71.6;33.4;19.8;22.7;40.2;68.1;65.5;72.7
2856C;Duero;MIRUEÑA-EMBALSE EL MILAGRO;AVILA;327537;4510993;42.2;35.4;28.2;49.3;57.5;32.7;13.5;20.7;32.4;59.9;49.5;55.0
2857;Duero;SAN GARCIA DE INGELMOS;AVILA;321419;4515242;43.3;37.7;28.7;51.0;61.4;27.9;14.3;15.8;30.8;59.6;53.3;52.9
2863;Duero;PEDRAZA DE ALBA (VALLELARGO);SALAMANCA;300124;4513009;40.6;32.8;26.1;48.7;51.7;27.5;13.8;12.6;29.2;56.4;50.9;50.7
2867;Duero;SALAMANCA/MATACAN;SALAMANCA;289748;4537262;29.5;25.3;20.7;37.6;46.8;29.1;11.3;12.5;32.4;45.6;40.4;41.5
2869A;Duero;MORISCOS PLAGAS;SALAMANCA;287016;4542697;32.0;26.9;23.1;41.7;49.4;29.7;12.0;9.7;35.0;51.3;42.6;50.1
2870;Duero;SALAMANCA,OBS.;SALAMANCA;275948;4537454;31.4;26.0;22.3;40.6;49.4;26.7;10.3;10.2;34.3;49.8;42.3;42.7
2873I;Duero;BARBADILLO (MUÑOVELA);SALAMANCA;265854;4531764;41.1;36.0;27.3;47.0;55.3;28.3;12.9;13.4;37.1;60.2;54.4;57.2
2874;Duero;DOÑINOS DE SALAMANCA;SALAMANCA;268739;4537847;41.6;32.4;27.3;46.2;60.6;26.0;9.9;11.1;38.4;57.6;51.5;57.4
2881;Duero;VILLARMAYOR (DEHESA CONTIENSA);SALAMANCA;253981;4551449;44.1;32.4;26.8;48.3;56.3;21.9;12.5;13.6;38.4;57.9;53.9;60.0
2887I;Duero;MUGA DE SAYAGO;ZAMORA;232619;4586945;57.2;44.8;36.9;56.3;53.1;22.9;8.6;13.0;31.1;64.1;70.6;77.3
2893;Duero;VILLARMUERTO;SALAMANCA;217364;4550455;59.5;50.2;37.6;58.0;59.9;26.1;14.1;17.4;39.0;83.3;77.3;82.0
2894;Duero;IRUELOS;SALAMANCA;220294;4550651;64.8;48.9;40.5;61.6;64.2;26.1;14.5;18.7;38.8;84.3;84.0;86.4
2896;Duero;EL MILANO;SALAMANCA;197690;4555412;77.7;55.5;42.9;66.8;68.1;33.4;16.5;21.5;43.2;99.6;97.9;97.7
2898;Duero;ALDEADAVILA DE LA RIBERA;SALAMANCA;196627;4569206;82.1;60.1;48.7;68.1;72.0;27.5;16.5;18.5;50.1;99.8;96.0;104.2
2900;Duero;MIEZA;SALAMANCA;190549;4563436;75.6;53.4;44.1;63.2;69.6;29.5;14.3;20.9;48.7;93.7;91.0;94.1
2901;Duero;SALTO DE SAUCELLE;SALAMANCA;179718;4550769;53.3;39.7;30.9;48.1;54.8;25.2;13.5;16.1;41.5;72.7;67.6;67.7
2902;Duero;LAS VEGUILLAS;SALAMANCA;260730;4510934;63.4;53.0;40.1;64.3;67.9;31.9;15.1;14.2;45.5;85.6;81.8;90.8
2903;Duero;RINCONADA DE LA SIERRA;SALAMANCA;244384;4500210;92.9;61.0;64.1;87.8;79.1;36.6;16.3;12.1;52.3;109.3;112.5;122.3
2904;Duero;TEJEDA Y SEGOYUELA;SALAMANCA;244224;4502377;75.9;53.0;53.0;73.6;77.4;34.8;13.2;12.7;49.2;98.5;98.2;100.9
2905;Duero;VECINOS;SALAMANCA;257208;4518150;49.3;40.7;30.9;53.6;63.2;31.1;12.2;16.2;38.7;69.2;63.2;63.2
2906;Duero;TAMAMES;SALAMANCA;237513;4505544;59.2;43.4;39.5;54.4;63.3;31.0;11.1;14.1;42.5;83.3;72.2;74.5
2907;Duero;CARRASCAL DEL OBISPO;SALAMANCA;246839;4516954;41.9;33.1;29.8;43.9;60.4;26.7;10.3;11.9;36.9;62.6;55.2;55.6
2908;Duero;ROBLIZA DE COJOS;SALAMANCA;248991;4528460;38.4;33.5;21.5;41.5;50.9;18.0;6.5;12.2;36.5;51.6;48.7;50.0
2910;Duero;TABERA DE ABAJO (DEHESA TABERA DE ARRIBA);SALAMANCA;245043;4532918;53.6;43.5;31.4;55.2;63.4;25.8;9.7;16.6;47.5;71.8;69.1;72.4
2914;Duero;FUENTE DE SAN ESTEBAN;SALAMANCA;225178;4521742;48.8;39.6;33.6;52.3;61.3;25.4;12.0;13.0;41.0;69.4;66.5;62.2
2915;Duero;EL CUBO DE DON SANCHO (VILLO- RIA DE BUENAMADRE);SALAMANCA;222856;4525535;56.9;43.1;37.3;59.0;64.1;26.6;12.7;15.3;44.2;74.5;73.5;74.7
2916;Duero;VITIGUDINO;SALAMANCA;211087;4545448;63.8;49.1;39.1;60.1;61.0;27.0;14.0;19.0;40.4;83.5;79.8;81.7
2916E;Duero;YECLA DE YELTES;SALAMANCA;206308;4540077;66.4;50.3;40.2;65.6;66.3;32.4;17.5;19.2;45.6;87.1;84.6;86.5
2917E;Duero;ALDEHUELA DE YELTES;SALAMANCA;225786;4506431;52.0;42.6;34.7;54.0;63.8;29.4;11.5;13.3;42.6;77.1;66.0;67.0
2922;Duero;SANCTI-SPIRITUS;SALAMANCA;212583;4511718;57.4;43.9;38.6;58.9;66.0;24.5;13.7;15.4;48.8;78.3;77.4;75.1
2926A;Duero;BAÑOBAREZ (M.N.);SALAMANCA;195405;4528471;61.5;47.0;33.9;57.2;66.6;25.8;16.0;14.0;41.3;81.4;78.7;77.0
2928;Duero;LUMBRALES;SALAMANCA;186912;4538406;66.4;45.8;35.8;56.8;61.6;25.5;16.6;20.7;44.5;85.7;80.1;80.6
2929;Duero;HINOJOSA DE DUERO;SALAMANCA;180727;4544389;52.2;37.5;31.8;50.9;55.5;27.1;14.1;17.3;40.6;76.5;69.0;70.3
2935;Duero;FUENTEGUINALDO;SALAMANCA;188062;4481965;85.9;55.2;50.5;70.2;69.6;28.1;13.4;11.4;50.6;107.9;117.0;114.4
2943;Duero;PANTANO DE AGUEDA;SALAMANCA;205000;4492400;49.0;35.1;35.1;48.9;63.2;30.3;11.2;11.6;43.6;75.0;68.0;63.8
2946;Duero;CIUDAD RODRIGO;SALAMANCA;200832;4500134;46.7;35.6;30.5;46.9;57.8;22.5;14.9;13.5;42.2;67.1;63.9;60.6
2947;Duero;CASILLAS DE FLORES;SALAMANCA;181233;4476846;101.8;62.3;58.2;78.8;76.8;32.6;11.6;11.6;53.9;118.9;125.6;124.8
2948;Duero;ALBERGUERIA DE ARGAÑAN;SALAMANCA;176315;4480610;78.5;51.3;45.2;60.4;60.9;26.4;11.2;9.1;42.7;93.4;96.8;101.9
2954;Duero;VILLAR DE ARGAÑAN;SALAMANCA;185556;4509262;58.0;41.9;34.0;52.7;62.5;26.5;13.3;11.2;40.6;75.3;77.9;75.2
2958;Duero;FUENTES DE OÑORO;SALAMANCA;177280;4500192;61.9;46.6;34.7;54.2;61.6;24.2;11.0;12.0;41.1;73.7;80.2;79.7
2969U;Duero;MESÓN EROSA;OURENSE;153684;4661274;129.3;94.3;82.7;94.0;92.7;45.4;20.8;30.0;69.8;160.9;149.1;173.9
3009E;Tajo;ORIHUELA DEL TREMEDAL;TERUEL;614383;4489759;47.1;41.3;42.4;67.7;76.1;51.8;26.4;30.6;41.2;66.4;56.3;65.0
3010;Tajo;RODENAS;TERUEL;625505;4499963;24.6;25.2;29.8;51.0;72.4;48.6;21.2;38.8;35.9;42.5;35.0;31.2
3011E;Tajo;SETILES;GUADALAJARA;616531;4510304;26.2;26.5;30.5;48.7;73.5;48.4;23.3;26.6;37.6;42.0;32.9;34.1
3011I;Tajo;PRADOS REDONDOS;GUADALAJARA;601675;4515791;27.8;25.0;28.4;48.5;65.9;44.2;20.1;23.2;38.7;47.2;35.6;41.0
3013;Tajo;MOLINA DE ARAGÓN;GUADALAJARA;594513;4521786;27.9;28.7;29.4;50.5;66.3;46.6;21.5;26.2;47.4;49.2;38.7;40.2
3015;Tajo;CORDUENTE C F;GUADALAJARA;584125;4523281;28.6;30.6;31.9;53.1;60.6;43.5;19.6;25.8;40.1;53.4;42.8;45.1
3018E;Tajo;ARAGONCILLO;GUADALAJARA;580519;4531876;46.2;42.8;44.1;73.5;77.1;50.4;18.0;26.0;50.5;76.3;61.1;71.1
3023;Tajo;RIBA DE SAELICES;GUADALAJARA;559023;4529205;35.6;33.8;34.4;62.2;66.9;44.7;16.3;19.6;43.3;58.6;54.9;52.2
3040;Tajo;BETETA;CUENCA;578252;4491760;75.9;69.9;59.1;96.7;88.5;56.1;20.8;25.2;55.8;104.1;91.8;110.1
3042;Tajo;VEGA DEL CODORNO;CUENCA;590666;4476481;82.0;74.8;62.3;94.8;87.4;54.5;20.1;26.8;50.6;101.6;98.4;116.5
3043;Tajo;SANTA MARIA DEL VAL;CUENCA;581273;4484237;71.5;58.7;51.7;86.0;77.4;49.4;19.9;23.9;45.6;98.4;82.2;100.6
3044;Tajo;CAÑIZARES (CENTRAL VADILLO);CUENCA;571945;4487379;63.7;54.5;50.2;79.8;76.3;46.2;20.3;19.9;51.3;92.0;81.0;96.2
3051;Tajo;POYATOS (TEJADILLOS) C.F.;CUENCA;586119;4472264;74.8;67.2;54.3;101.6;93.0;56.6;18.6;22.9;48.7;96.1;94.2;116.3
3058;Tajo;TORRECILLA;CUENCA;567479;4460664;44.2;45.0;39.5;66.4;55.0;34.6;11.1;21.9;41.4;65.3;57.1;61.3
3059;Tajo;ALBALATE DE LAS NOGUERAS;CUENCA;561391;4468783;37.5;38.2;29.6;57.6;55.1;33.1;8.9;12.8;30.4;60.7;52.6;49.1
3064;Tajo;ARRANCACEPAS;CUENCA;554484;4461792;41.5;40.3;35.3;60.4;58.6;39.7;11.8;17.1;36.4;64.6;56.4;55.2
3064E;Tajo;CAÑAVERAS;CUENCA;551137;4467935;32.4;30.6;28.0;47.7;55.8;31.3;12.0;13.5;36.8;50.8;43.8;46.0
3066;Tajo;ESCAMILLA;GUADALAJARA;536881;4488974;51.3;46.0;35.7;70.8;71.4;36.6;15.7;18.8;33.6;73.3;69.0;71.6
3070;Tajo;VILLAR DEL SAZ DE NAVALON;CUENCA;555202;4444375;48.5;50.6;39.3;68.4;58.8;34.3;12.3;16.6;40.7;64.5;60.5;68.2
3074;Tajo;MONCALVILLO DE HUETE;CUENCA;525949;4453160;32.8;31.4;26.2;51.2;52.1;36.1;12.6;20.1;30.1;53.4;45.2;47.1
3076;Tajo;VILLAR DE DOMINGO GARCIA;CUENCA;559971;4454587;38.5;38.0;34.1;53.5;55.3;34.4;11.5;21.3;36.2;59.4;54.7;52.3
3082;Tajo;SALTO DE BOLARQUE;GUADALAJARA;514340;4468237;32.5;32.0;25.8;50.9;50.9;33.2;12.7;10.0;29.0;53.0;45.4;43.1
3085;Tajo;PASTRANA;GUADALAJARA;506434;4474085;40.0;37.1;31.3;60.7;57.0;34.0;9.0;10.4;30.8;61.5;56.5;54.5
3086;Tajo;SALTO DE ZORITA;GUADALAJARA;509980;4465918;30.6;29.3;26.1;49.6;48.1;33.0;12.0;8.1;28.2;53.3;45.2;41.6
3092;Tajo;BARAJAS DE MELO (EL MATORRAL);CUENCA;504097;4437084;38.3;37.6;31.3;59.5;54.5;31.0;8.4;14.2;31.7;61.1;51.3;54.3
3097;Tajo;SANTA CRUZ DE LA ZARZA;TOLEDO;483943;4426000;29.8;29.7;26.5;48.2;46.0;28.4;8.5;12.1;24.0;48.1;40.6;48.2
3098A;Tajo;VILLAMANRIQUE TAJO (BODEGONES);MADRID;478087;4434956;23.2;25.5;21.8;40.0;43.2;25.8;6.9;11.5;24.6;43.3;38.0;36.9
3103;Tajo;PANTANO EL VADO;GUADALAJARA;474607;4539202;75.2;56.3;44.1;82.9;76.0;42.4;19.6;17.3;47.4;99.0;104.0;105.6
3104;Tajo;RASCAFRIA (EL PAULAR);MADRID;425300;4526757;101.6;86.3;64.3;83.8;83.1;47.2;18.4;22.0;41.7;100.7;125.0;131.9
3108E;Tajo;GARGANTILLA LOZOYA (CAMPING);MADRID;438811;4533232;56.8;47.4;36.6;52.1;68.2;41.4;16.9;16.9;31.5;70.9;84.5;78.4
3109;Tajo;PRESA DE RIO SEQUILLO;MADRID;445830;4536908;52.9;41.2;36.2;48.9;65.5;36.1;17.5;17.3;34.4;65.2;78.8;75.2
3110D;Tajo;LA SERNA DEL MONTE;MADRID;447693;4542600;56.3;47.5;38.0;56.7;69.6;40.6;19.8;17.8;36.7;74.8;84.1;78.6
3112;Tajo;PRESA DE PUENTES VIEJAS;MADRID;451937;4538130;46.9;34.8;30.8;48.6;57.7;31.9;13.8;12.7;29.9;63.2;68.6;63.7
3116A;Tajo;PRESA DEL ATAZAR;MADRID;460300;4529014;50.1;37.1;30.9;55.1;56.8;32.1;11.4;10.9;34.4;70.2;79.1;68.1
3117;Tajo;TALAMANCA DEL JARAMA;MADRID;456449;4510749;39.5;35.3;23.0;48.2;53.4;24.6;10.4;11.7;28.1;61.6;57.9;55.9
3119;Tajo;FUENTE EL SAZ;MADRID;456730;4498505;38.4;34.4;24.7;47.2;50.7;24.4;9.8;10.2;23.1;57.2;55.9;54.1
3121E;Tajo;PRESA DEL VELLON;MADRID;447404;4511887;50.4;39.9;30.6;54.4;56.8;28.9;8.8;14.3;30.6;70.1;78.9;75.4
3126I;Tajo;MADRID (EL GOLOSO);MADRID;439802;4490975;39.8;36.5;27.7;47.7;53.7;29.4;10.4;11.9;24.3;63.0;62.3;60.2
3129;Tajo;MADRID/BARAJAS;MADRID;452902;4479703;28.7;31.9;21.5;37.7;43.9;21.7;8.8;9.5;24.1;51.3;49.3;42.3
3130;Tajo;SIGUENZA (EL BOSQUE);GUADALAJARA;530411;4546300;43.2;35.0;35.5;69.0;68.4;44.3;20.6;17.5;40.2;67.8;65.2;59.4
3131;Tajo;VALDELCUBO;GUADALAJARA;527077;4564174;34.5;27.4;26.3;50.2;59.4;38.3;16.7;16.1;34.3;56.2;45.4;44.4
3138;Tajo;CENDEJAS DE LA TORRE;GUADALAJARA;512223;4536379;30.0;27.8;24.8;51.7;55.9;33.2;16.9;13.8;29.0;54.2;45.9;45.2
3140B;Tajo;MANDAYONA (EL CERRILLAR);GUADALAJARA;520400;4537169;31.5;26.4;23.2;53.6;53.9;30.1;18.8;14.2;32.5;55.1;46.3;43.0
3142;Tajo;ATIENZA;GUADALAJARA;510784;4561047;56.5;42.1;41.4;69.9;69.5;47.8;19.8;18.7;44.1;77.7;74.9;67.9
3151I;Tajo;HIENDELAENCINA;GUADALAJARA;499603;4548087;49.7;39.6;34.5;60.7;62.4;38.8;16.5;16.0;35.8;72.0;62.1;67.1
3152B;Tajo;PANTANO DE ALCORLO;GUADALAJARA;498201;4539453;54.7;44.9;34.6;66.5;64.2;39.9;18.0;15.3;35.2;76.9;73.2;73.6
3155;Tajo;ARBANCON;GUADALAJARA;490253;4535142;45.4;39.5;31.8;62.2;63.8;35.6;17.9;14.2;30.3;63.9;64.6;64.0
3158C;Tajo;PRESA POZO DE LOS RAMOS;GUADALAJARA;483654;4542401;61.0;49.4;39.0;72.1;71.6;39.6;23.5;16.9;37.9;81.9;80.8;80.4
3161;Tajo;HUMANES;GUADALAJARA;487352;4520345;37.5;36.8;24.8;50.9;55.5;27.7;15.6;8.7;27.7;54.6;52.4;51.4
3168C;Tajo;GUADALAJARA-EL SERRANILLO;GUADALAJARA;485348;4500937;33.2;30.3;21.8;49.2;53.6;25.8;11.5;10.3;26.5;56.4;47.7;47.7
3169;Tajo;ALCALA HENARES (CANALEJA);MADRID;474090;4485104;32.8;32.5;22.0;49.2;53.7;24.8;12.2;9.8;25.0;53.6;48.9;45.1
3175;Tajo;MADRID/TORREJÓN;MADRID;462405;4482085;28.0;30.8;23.1;39.8;48.1;21.7;12.7;9.5;24.6;50.1;48.8;41.3
3177;Tajo;MEJORADA DEL CAMPO;MADRID;458580;4472038;31.3;33.9;24.1;45.5;57.5;24.0;10.7;12.8;28.7;58.6;52.9;48.1
3182E;Tajo;ARGANDA (COMUNIDAD);MADRID;457113;4462796;30.0;35.0;24.4;45.8;50.6;22.9;8.3;14.3;26.2;53.3;51.5;46.7
3183E;Tajo;SOTO DEL REAL (PRADO HERRERO);MADRID;431122;4511095;62.1;50.8;37.8;58.8;64.3;29.1;15.0;16.2;32.7;77.9;84.2;82.1
3184;Tajo;MANZANARES EL REAL;MADRID;426997;4508976;66.9;52.2;41.2;61.6;67.4;33.8;13.7;14.7;37.4;83.7;96.1;92.3
3190;Tajo;HOYO MANZANARES (MATALASGRAJAS);MADRID;424549;4498978;66.2;51.8;42.2;68.7;70.6;35.9;11.9;17.8;33.9;86.3;97.0;88.7
3191E;Tajo;COLMENAR VIEJO/FAMET;MADRID;435367;4505305;50.0;41.6;34.0;52.9;56.2;26.4;13.9;16.3;36.3;73.2;75.5;70.3
3193O;Tajo;MAJADAHONDA (MAFRE);MADRID;427519;4478133;41.6;38.8;28.0;51.2;56.3;28.0;14.3;15.8;30.4;72.1;66.8;60.9
3194A;Tajo;POZUELO ALARCON;MADRID;430802;4476560;39.5;39.8;27.2;52.6;51.6;30.4;12.0;12.8;28.3;67.8;66.1;64.7
3195;Tajo;MADRID,RETIRO;MADRID;442470;4473702;32.8;34.5;25.0;45.3;50.5;20.9;11.7;9.6;22.4;59.5;57.7;51.1
3196;Tajo;MADRID/CUATRO VIENTOS;MADRID;433267;4469738;33.9;34.7;25.1;43.3;49.5;24.5;11.8;11.3;24.0;59.7;56.7;52.9
3200;Tajo;MADRID/GETAFE;MADRID;438621;4461244;29.5;31.6;23.6;38.3;39.3;19.3;9.4;9.4;22.1;50.1;48.0;44.8
3207;Tajo;EMBALSE DE LA TAJERA;GUADALAJARA;530204;4522770;40.9;34.7;30.4;59.0;64.2;33.5;18.2;16.1;34.8;61.7;57.1;57.4
3209;Tajo;BRIHUEGA;GUADALAJARA;510857;4511709;43.2;38.8;29.8;66.5;62.5;40.2;24.9;16.3;34.7;67.0;60.5;61.0
3213;Tajo;HORCHE;GUADALAJARA;494780;4490734;38.5;37.2;26.1;55.9;58.1;30.0;12.9;12.1;29.0;59.4;57.3;55.6
3215;Tajo;TENDILLA;GUADALAJARA;503834;4488113;42.6;40.4;28.5;62.7;65.4;33.7;17.8;13.8;33.1;63.7;55.5;58.3
3216;Tajo;ARANZUEQUE;GUADALAJARA;493362;4482564;38.4;37.3;25.6;56.6;55.3;29.2;9.8;12.3;27.8;59.1;56.0;57.1
3222;Tajo;LORANCA DE TAJUÑA;GUADALAJARA;490059;4477480;39.5;38.5;27.9;57.2;60.1;27.2;7.9;13.9;27.7;57.9;54.4;56.9
3223;Tajo;PEZUELA DE LAS TORRES;MADRID;484870;4474252;38.5;39.3;25.6;56.2;58.4;29.6;8.9;10.8;29.4;57.4;56.1;57.6
3241;Tajo;VILLATOBAS;TOLEDO;472525;4416783;31.1;29.1;29.5;46.4;53.5;25.1;8.5;8.8;26.6;51.0;44.4;47.7
3246;Tajo;LA GUARDIA;TOLEDO;459161;4404511;29.0;27.3;26.9;44.5;47.3;25.4;9.0;9.8;26.0;47.3;38.7;46.3
3246E;Tajo;DOSBARRIOS;TOLEDO;458503;4414688;32.0;30.9;28.4;46.0;53.0;25.3;10.8;11.4;28.3;55.8;42.4;50.0
3252E;Tajo;VILLANUEVA DE BOGAS;TOLEDO;443648;4397363;24.2;22.6;19.3;37.1;47.0;23.6;8.6;9.6;20.2;42.2;36.3;40.7
3254;Tajo;MORA DE TOLEDO;TOLEDO;433610;4392973;26.1;23.8;20.1;37.3;45.2;24.6;8.9;11.1;21.0;45.3;36.2;41.3
3255;Tajo;CABAÑAS DE LA SAGRA;TOLEDO;418983;4429035;28.2;27.5;23.2;40.7;42.8;22.5;5.5;8.7;18.1;45.4;43.9;47.0
3256;Tajo;MOCEJON DE LA SAGRA;TOLEDO;421756;4421914;29.0;27.8;24.6;41.3;41.5;23.6;6.8;11.2;20.1;48.4;42.9;48.1
3256C;Tajo;MOCEJON (HIGARES);TOLEDO;420535;4418689;23.9;24.1;20.7;37.3;37.7;20.1;5.1;8.4;19.2;42.0;34.9;39.2
3257I;Tajo;ALMONACID DE TOLEDO;TOLEDO;426775;4400743;23.9;24.2;21.5;35.4;46.5;24.1;6.8;10.6;22.6;42.6;37.3;42.6
3258E;Tajo;BURGUILLOS;TOLEDO;414931;4405799;22.8;20.4;17.1;33.9;37.0;20.3;6.5;7.8;18.2;37.5;29.6;36.1
3260B;Tajo;TOLEDO;TOLEDO;410625;4415486;25.3;25.2;23.4;40.6;43.5;23.4;6.6;9.0;18.1;46.7;38.0;42.8
3264G;Tajo;CERCEDILLA (FUENFRIA);MADRID;409331;4512872;122.1;93.5;78.9;110.0;106.1;52.9;16.7;22.8;49.0;134.2;156.7;146.9
3272;Tajo;TORRELODONES (MONTE PEGUERINOS);MADRID;419442;4493789;40.8;30.4;24.8;46.6;47.8;24.3;8.9;10.8;25.2;61.7;64.9;57.1
3274;Tajo;SAN LORENZO ESCORIAL (MONAST.);MADRID;402867;4493832;80.7;61.7;51.6;76.7;80.9;34.4;15.2;15.2;31.4;100.8;122.3;107.9
3282;Tajo;LAS VENTAS DE RETAMOSA;TOLEDO;405319;4445692;35.0;31.7;26.1;45.7;41.4;21.0;6.2;10.3;19.0;53.6;52.2;55.0
3286C;Tajo;VILLAMIEL (ARGANCE);TOLEDO;402621;4429073;28.3;27.7;22.3;44.6;42.0;23.1;5.8;8.3;18.6;46.5;44.2;50.2
3298B;Tajo;SAN PABLO DE LOS MONTES (GEOFISICO);TOLEDO;383835;4378607;87.2;72.9;46.3;88.1;61.6;32.1;6.9;10.8;33.5;106.0;89.8;125.4
3304;Tajo;VILLAREJO DE MONTALBAN;TOLEDO;365289;4403426;32.6;30.5;25.5;46.5;43.6;23.1;7.9;10.2;22.5;51.6;46.7;51.1
3305;Tajo;NAVAHERMOSA;TOLEDO;373844;4388169;48.1;40.2;33.3;60.5;47.1;25.7;4.4;8.2;30.9;61.3;63.5;75.4
3308;Tajo;LOS NAVALUCILLOS;TOLEDO;359250;4392123;53.2;41.6;34.5;68.2;55.5;30.4;7.0;9.6;29.7;68.1;64.5;73.5
3316;Tajo;SAN MARTIN DE LA VEGA DEL ALBERCHE;AVILA;316983;4477859;65.2;46.7;48.4;64.9;60.7;30.2;12.4;19.1;38.9;88.7;95.8;94.4
3319;Tajo;SERRANILLOS;AVILA;337615;4467049;138.2;96.4;100.6;139.1;109.1;43.1;14.1;21.1;60.9;178.0;186.4;210.8
3328;Tajo;EL TIEMBLO;AVILA;372566;4475011;68.8;48.9;42.8;58.2;57.7;21.2;8.7;11.4;30.1;98.1;109.3;107.7
3330Q;Tajo;ROZAS PUERTO REAL (BARJONDO);MADRID;373026;4460352;74.7;65.0;49.6;71.2;70.1;26.2;8.2;16.4;32.3;98.0;108.5;117.2
3336E;Tajo;LAS NAVAS DEL MARQUES (FABRICA DE RESINAS);AVILA;384179;4494100;69.9;48.2;49.9;72.4;73.4;35.8;13.7;18.2;40.0;100.4;104.8;98.5
3356;Tajo;VAL DE SANTO DOMINGO;TOLEDO;386748;4430218;37.6;31.5;24.6;45.6;42.5;20.8;3.7;10.8;19.0;52.5;52.2;55.1
3358B;Tajo;SANTA OLALLA (HIGUERUELA);TOLEDO;378288;4434975;43.2;36.6;28.0;48.6;47.3;22.9;7.3;8.7;22.1;65.0;60.1;64.9
3362;Tajo;REAL DE SAN VICENTE;TOLEDO;355948;4444311;78.8;71.2;50.7;74.8;63.6;29.4;7.2;10.5;36.2;100.2;107.9;122.6
3363;Tajo;CAZALEGAS (VIVERO);TOLEDO;354033;4430930;51.2;42.5;31.0;53.7;45.6;20.9;5.6;9.5;24.9;69.8;69.0;78.4
3365;Tajo;TALAVERA REINA (IRYDA);TOLEDO;343475;4424971;49.5;43.9;31.9;55.3;45.2;19.1;3.9;8.4;26.4;73.0;69.7;80.7
3369;Tajo;BELVIS DE LA JARA;TOLEDO;333025;4402981;50.8;45.3;29.4;62.4;57.1;26.1;5.7;11.9;26.2;71.7;70.6;72.4
3376;Tajo;EMBALSE DE AZUTAN;TOLEDO;320949;4405876;43.8;40.7;27.0;46.8;42.2;19.3;4.3;6.3;23.2;61.6;60.6;62.8
3377;Tajo;LA ESTRELLA;TOLEDO;320462;4395244;42.5;38.5;30.7;44.9;40.3;19.1;5.6;8.4;24.0;62.0;58.6;65.1
